clave,affiliations,intl_afil,authors,docs,book,chapter,conference,journal,q1q2,cites_3y,q3q4
71-2011,10,0,31,1,0,0,0,6,6,3,0
71-2012,0,0,0,0,0,0,0,0,0,0,0
71-2013,9,0,31,5,1,0,2,3,0,8,3
71-2014,21,1,62,4,0,0,2,8,4,6,4
72-2007,3,0,9,0,0,0,0,2,1,0,1
72-2008,0,0,0,0,0,0,0,0,0,0,0
72-2009,0,0,0,0,0,0,0,0,0,0,0
72-2010,2,0,5,0,0,0,0,1,1,0,0
72-2011,9,0,21,2,0,0,2,2,2,2,0
72-2012,0,0,0,0,0,0,0,0,0,0,0
72-2013,0,0,0,0,0,0,0,0,0,0,0
72-2014,5,1,10,1,0,0,1,1,1,1,0
73-2007,7,1,12,0,0,1,0,2,2,0,0
73-2008,2,0,4,0,0,1,0,0,0,0,0
73-2009,4,1,9,0,0,2,0,0,0,0,0
73-2010,5,1,10,0,0,1,0,1,1,0,0
73-2011,2,0,4,1,0,0,0,1,1,3,0
73-2012,10,2,19,0,0,2,0,2,1,0,1
73-2013,5,1,11,1,0,1,0,1,1,1,0
73-2014,3,1,5,0,0,0,0,1,1,0,0
74-2007,3,0,7,2,0,0,0,2,2,6,0
74-2008,5,0,10,2,0,0,0,2,2,5,0
74-2009,4,0,10,1,0,1,0,2,2,3,0
74-2010,3,1,9,1,0,0,0,1,1,6,0
74-2011,7,2,18,1,0,0,1,2,2,1,0
74-2012,16,2,39,2,0,0,2,5,3,3,2
74-2013,8,0,19,0,0,0,3,1,1,0,0
74-2014,15,3,32,3,0,0,3,3,1,3,2
75-2007,8,3,16,0,0,0,2,1,1,0,0
75-2008,8,4,11,1,0,0,0,4,0,1,4
75-2009,14,2,25,3,0,0,1,4,0,6,4
75-2010,10,2,23,1,0,0,3,2,1,1,1
75-2011,2,0,8,1,0,0,0,2,1,5,1
75-2012,25,1,71,4,0,0,7,6,5,10,1
75-2013,18,0,33,4,0,0,0,7,6,10,1
75-2014,77,42,157,11,2,0,6,10,10,14,0
76-2007,2,0,8,1,0,0,0,2,2,1,0
76-2008,3,1,4,0,0,0,1,0,0,0,0
76-2009,3,1,7,0,0,0,1,1,1,0,0
76-2010,1,0,4,0,0,0,0,1,1,0,0
76-2011,1,0,3,0,0,0,0,1,1,0,0
76-2012,5,1,16,2,0,0,0,4,3,3,1
76-2013,2,0,8,2,0,0,0,2,2,2,0
76-2014,1,0,4,0,0,0,0,1,1,0,0
77-2007,0,0,0,0,0,0,0,0,0,0,0
77-2008,3,1,4,0,0,0,0,1,1,0,0
77-2009,0,0,0,0,0,0,0,0,0,0,0
77-2010,0,0,0,0,0,0,0,0,0,0,0
77-2011,0,0,0,0,0,0,0,0,0,0,0
77-2012,4,2,4,1,0,0,0,1,1,2,0
77-2013,26,6,31,2,0,1,2,6,6,5,0
77-2014,13,3,19,1,0,0,0,6,6,1,0
78-2007,0,0,0,0,0,0,0,0,0,0,0
78-2008,1,0,5,1,0,0,0,1,1,2,0
78-2009,3,1,14,2,0,0,0,2,2,1,0
78-2010,1,0,7,1,0,0,1,0,0,1,0
78-2011,1,0,7,0,0,0,0,1,1,0,0
78-2012,0,0,0,0,0,0,0,0,0,0,0
78-2013,2,0,7,1,0,0,0,1,1,1,0
78-2014,0,0,0,0,0,0,0,0,0,0,0
79-2007,0,0,0,0,0,0,0,0,0,0,0
79-2008,7,0,8,0,0,0,3,0,0,0,0
79-2009,7,0,22,0,0,0,1,2,2,0,0
79-2010,1,0,5,0,0,0,1,0,0,0,0
79-2011,0,0,0,0,0,0,0,0,0,0,0
79-2012,2,0,2,0,0,0,1,0,0,0,0
79-2013,0,0,0,0,0,0,0,0,0,0,0
79-2014,0,0,0,0,0,0,0,0,0,0,0
80-2007,4,0,15,1,0,0,0,4,3,1,1
80-2008,1,0,4,0,0,0,1,0,0,0,0
80-2009,1,0,3,0,0,0,0,1,1,0,0
80-2010,2,1,4,0,0,0,0,1,1,0,0
80-2011,6,0,6,0,0,0,0,2,2,0,0
80-2012,0,0,0,0,0,0,0,0,0,0,0
80-2013,3,0,7,1,0,0,0,2,2,3,0
80-2014,5,0,13,2,0,0,1,3,2,6,1
81-2007,4,2,11,1,0,0,0,2,2,1,0
81-2008,4,0,10,2,0,0,0,2,2,3,0
81-2009,0,0,0,0,0,0,0,0,0,0,0
81-2010,5,0,11,1,0,0,0,2,2,1,0
81-2011,1,0,3,1,0,0,0,1,1,1,0
81-2012,0,0,0,0,0,0,0,0,0,0,0
81-2013,7,1,21,1,0,0,1,3,3,1,0
81-2014,6,0,15,1,0,0,0,3,3,2,0
82-2007,5,0,10,1,0,1,2,0,1,1,0
82-2008,10,0,19,3,0,0,4,1,0,3,1
82-2009,20,2,46,5,0,1,5,3,3,7,0
82-2010,37,3,78,4,0,1,13,2,1,5,1
82-2011,11,0,27,1,0,3,1,1,3,1,0
82-2012,7,1,18,1,0,1,0,2,2,2,0
82-2013,8,0,19,0,0,2,1,2,0,0,2
82-2014,7,3,17,1,0,0,0,2,1,12,1
83-2007,0,0,0,0,0,0,0,0,0,0,0
83-2008,0,0,0,0,0,0,0,0,0,0,0
83-2009,0,0,0,0,0,0,0,0,0,0,0
83-2010,3,1,6,1,0,0,1,1,1,1,0
83-2011,2,0,4,0,0,0,1,0,0,0,0
83-2012,8,2,11,1,0,0,1,2,2,1,0
83-2013,0,0,0,0,0,0,0,0,0,0,0
83-2014,2,0,3,0,0,0,0,1,1,0,0
84-2007,10,1,32,4,2,1,6,0,1,8,0
84-2008,21,3,65,5,0,1,8,7,1,8,6
84-2009,28,6,77,6,0,2,14,3,3,7,0
84-2010,25,6,59,0,0,0,9,7,3,0,4
84-2011,12,4,32,1,0,0,5,3,0,1,3
84-2012,16,2,44,1,0,1,5,5,2,1,3
84-2013,21,1,51,5,0,2,4,5,5,9,0
84-2014,21,2,55,5,0,0,6,7,2,8,5
85-2007,6,2,16,1,0,1,3,0,1,1,0
85-2008,1,0,2,0,0,0,1,0,0,0,0
85-2009,0,0,0,0,0,0,0,0,0,0,0
85-2010,16,14,42,0,0,1,1,0,1,0,0
85-2011,0,0,0,0,0,0,0,0,0,0,0
85-2012,3,1,7,1,0,1,1,0,1,1,0
85-2013,2,1,3,0,0,0,1,0,0,0,0
85-2014,0,0,0,0,0,0,0,0,0,0,0
86-2007,3,0,6,0,0,0,0,1,1,0,0
86-2008,0,0,0,0,0,0,0,0,0,0,0
86-2009,5,0,8,0,0,0,0,2,0,0,2
86-2010,10,0,29,0,0,2,1,2,1,0,1
86-2011,11,0,23,2,0,2,0,3,2,3,1
86-2012,7,0,10,0,0,0,0,2,0,0,2
86-2013,0,0,0,0,0,0,0,0,0,0,0
86-2014,0,0,0,0,0,0,0,0,0,0,0
87-2007,14,2,25,2,0,0,0,6,4,3,2
87-2008,10,1,22,1,0,0,1,4,4,2,0
87-2009,6,0,12,2,0,0,0,3,3,2,0
87-2010,7,0,17,2,0,0,0,4,3,4,1
87-2011,7,1,15,2,0,2,1,1,0,2,1
87-2012,5,1,10,1,0,0,0,2,0,4,2
87-2013,12,3,24,1,0,1,1,3,0,4,3
87-2014,11,0,28,2,0,0,0,4,2,3,2
88-2007,15,4,23,1,0,0,8,3,0,2,3
88-2008,8,4,7,0,0,0,3,1,0,0,1
88-2009,24,13,17,0,0,0,6,5,0,0,5
88-2010,7,3,11,1,0,0,2,2,0,1,2
88-2011,28,11,38,2,0,0,11,4,1,5,3
88-2012,4,2,2,1,1,0,0,1,0,1,1
88-2013,16,8,24,1,0,0,5,4,0,2,4
88-2014,9,4,12,2,1,0,1,3,0,1,3
89-2007,7,0,16,0,0,0,4,0,0,0,0
89-2008,22,5,46,3,0,0,9,1,0,7,1
89-2009,18,4,33,5,0,0,4,2,2,10,0
89-2010,22,2,53,4,0,0,6,4,3,8,1
89-2011,19,2,47,4,0,0,7,3,0,5,3
89-2012,0,0,0,0,0,0,0,0,0,0,0
89-2013,0,0,0,0,0,0,0,0,0,0,0
89-2014,0,0,0,0,0,0,0,0,0,0,0
90-2007,0,0,0,0,0,0,0,0,0,0,0
90-2008,2,0,5,0,0,0,0,1,0,0,1
90-2009,0,0,0,0,0,0,0,0,0,0,0
90-2010,0,0,0,0,0,0,0,0,0,0,0
90-2011,0,0,0,0,0,0,0,0,0,0,0
90-2012,0,0,0,0,0,0,0,0,0,0,0
90-2013,0,0,0,0,0,0,0,0,0,0,0
90-2014,0,0,0,0,0,0,0,0,0,0,0
91-2007,0,0,0,0,0,0,0,0,0,0,0
91-2008,0,0,0,0,0,0,0,0,0,0,0
91-2009,1,0,2,0,0,0,0,1,1,0,0
91-2010,1,0,2,0,0,0,0,1,1,0,0
91-2011,0,0,0,0,0,0,0,0,0,0,0
91-2012,2,0,4,0,0,0,0,2,2,0,0
91-2013,0,0,0,0,0,0,0,0,0,0,0
91-2014,0,0,0,0,0,0,0,0,0,0,0
92-2007,0,0,0,0,0,0,0,0,0,0,0
92-2008,2,0,4,0,0,0,1,0,0,0,0
92-2009,0,0,0,0,0,0,0,0,0,0,0
92-2010,0,0,0,0,0,0,0,0,0,0,0
92-2011,2,0,5,0,0,0,1,0,0,0,0
92-2012,2,0,6,0,0,0,1,0,0,0,0
92-2013,8,0,25,0,0,0,2,1,1,0,0
92-2014,7,0,26,1,0,0,2,1,1,1,0
93-2007,0,0,0,0,0,0,0,0,0,0,0
93-2008,0,0,0,0,0,0,0,0,0,0,0
93-2009,1,0,3,0,0,0,0,1,0,0,1
93-2010,5,1,10,3,0,0,0,4,4,6,0
93-2011,5,1,7,2,0,0,1,2,2,5,0
93-2012,3,0,8,0,0,0,0,3,3,0,0
93-2013,1,0,3,1,0,0,0,1,1,3,0
93-2014,2,0,2,1,0,0,0,1,1,3,0
94-2007,55,12,104,6,0,0,12,6,6,13,0
94-2008,35,5,83,3,0,0,10,5,5,16,0
94-2009,31,1,98,6,0,0,15,2,2,14,0
94-2010,35,6,72,8,0,0,3,9,8,14,1
94-2011,49,4,116,11,0,0,10,9,4,15,5
94-2012,19,0,44,6,0,0,1,7,4,14,3
94-2013,23,0,60,8,0,1,1,8,7,15,1
94-2014,40,2,92,9,0,0,6,9,7,12,2
95-2007,0,0,0,0,0,0,0,0,0,0,0
95-2008,0,0,0,0,0,0,0,0,0,0,0
95-2009,0,0,0,0,0,0,0,0,0,0,0
95-2010,0,0,0,0,0,0,0,0,0,0,0
95-2011,4,1,12,0,0,0,0,1,1,0,0
95-2012,0,0,0,0,0,0,0,0,0,0,0
95-2013,7,3,12,1,0,0,0,2,2,1,0
95-2014,6,3,9,0,0,0,0,2,1,0,1
96-2007,0,0,0,0,0,0,0,0,0,0,0
96-2008,0,0,0,0,0,0,0,0,0,0,0
96-2009,0,0,0,0,0,0,0,0,0,0,0
96-2010,1,0,3,0,0,0,1,0,0,0,0
96-2011,0,0,0,0,0,0,0,0,0,0,0
96-2012,1,0,4,1,0,0,1,0,0,2,0
96-2013,0,0,0,0,0,0,0,0,0,0,0
96-2014,0,0,0,0,0,0,0,0,0,0,0
97-2007,0,0,0,0,0,0,0,0,0,0,0
97-2008,0,0,0,0,0,0,0,0,0,0,0
97-2009,12,0,19,3,0,0,3,1,1,4,0
97-2010,1,0,4,0,0,0,0,1,0,0,1
97-2011,10,0,22,1,0,0,3,2,2,1,0
97-2012,5,0,15,2,0,0,2,2,2,8,0
97-2013,7,0,14,0,0,1,1,2,1,0,1
97-2014,5,0,10,1,0,1,1,1,0,1,1
98-2007,7,0,12,3,0,0,1,3,3,8,0
98-2008,18,0,28,6,0,0,2,6,5,7,1
98-2009,22,0,29,6,0,0,5,2,2,10,0
98-2010,17,0,23,4,0,0,2,5,4,6,1
98-2011,25,0,40,3,0,0,6,5,4,8,1
98-2012,20,1,35,3,0,0,6,4,4,9,0
98-2013,18,0,26,7,0,0,0,8,6,10,2
98-2014,14,0,22,3,0,0,2,5,3,3,2
99-2007,2,0,6,0,0,1,1,0,1,0,0
99-2008,2,0,8,1,0,0,2,0,0,2,0
99-2009,6,1,11,1,0,0,3,0,0,1,0
99-2010,8,3,15,2,0,0,4,0,0,3,0
99-2011,3,1,7,2,0,0,2,0,0,2,0
99-2012,12,2,33,3,0,1,2,4,3,8,1
99-2013,6,3,17,1,0,0,3,0,0,1,0
99-2014,10,1,28,1,0,1,5,1,1,1,0
100-2007,0,0,0,0,0,0,0,0,0,0,0
100-2008,0,0,0,0,0,0,0,0,0,0,0
100-2009,0,0,0,0,0,0,0,0,0,0,0
100-2010,0,0,0,0,0,0,0,0,0,0,0
100-2011,5,1,6,1,0,0,0,1,1,3,0
100-2012,2,1,3,1,0,0,0,1,1,2,0
100-2013,3,0,6,0,0,0,0,2,1,0,1
100-2014,0,0,0,0,0,0,0,0,0,0,0
101-2007,2,0,4,0,0,0,1,1,0,0,1
101-2008,0,0,0,0,0,0,0,0,0,0,0
101-2009,3,0,6,0,0,0,0,3,1,0,2
101-2010,0,0,0,0,0,0,0,0,0,0,0
101-2011,3,0,6,0,0,0,0,2,1,0,1
101-2012,1,0,1,0,0,0,0,1,1,0,0
101-2013,5,0,7,1,1,0,3,0,0,1,0
101-2014,0,0,0,0,0,0,0,0,0,0,0
102-2007,0,0,0,0,0,0,0,0,0,0,0
102-2008,0,0,0,0,0,0,0,0,0,0,0
102-2009,0,0,0,0,0,0,0,0,0,0,0
102-2010,2,0,3,0,0,0,0,1,1,0,0
102-2011,2,0,3,0,0,0,0,1,1,0,0
102-2012,0,0,0,0,0,0,0,0,0,0,0
102-2013,4,0,7,0,0,0,1,1,0,0,1
102-2014,1,0,2,0,0,0,1,0,0,0,0
104-2007,0,0,0,0,0,0,0,0,0,0,0
104-2008,0,0,0,0,0,0,0,0,0,0,0
104-2009,3,0,4,0,0,1,0,0,0,0,0
104-2010,0,0,0,0,0,0,0,0,0,0,0
104-2011,0,0,0,0,0,0,0,0,0,0,0
104-2012,0,0,0,0,0,0,0,0,0,0,0
104-2013,0,0,0,0,0,0,0,0,0,0,0
104-2014,0,0,0,0,0,0,0,0,0,0,0
105-2007,3,1,4,0,0,0,0,1,1,0,0
105-2008,7,3,7,0,0,0,1,1,1,0,0
105-2009,5,2,7,0,0,0,1,1,1,0,0
105-2010,4,1,5,1,0,0,2,0,0,2,0
105-2011,6,2,8,1,0,1,2,0,0,1,0
105-2012,5,2,5,1,0,0,2,0,0,1,0
105-2013,11,7,13,1,0,0,3,1,1,4,0
105-2014,14,7,15,2,0,0,3,1,1,4,0
107-2007,2,0,3,0,0,0,1,0,0,0,0
107-2008,22,1,66,0,0,0,12,1,1,0,0
107-2009,13,1,31,2,0,0,6,1,0,2,1
107-2010,6,1,20,0,0,0,3,1,1,0,0
107-2011,5,0,16,0,0,0,3,0,0,0,0
107-2012,0,0,0,0,0,0,0,0,0,0,0
107-2013,6,1,12,0,0,0,1,1,1,0,0
107-2014,5,0,6,0,0,0,0,1,1,0,0
108-2007,1,0,5,1,0,0,0,1,1,1,0
108-2008,0,0,0,0,0,0,0,0,0,0,0
108-2009,9,1,22,0,0,0,0,3,3,0,0
108-2010,8,0,22,0,0,1,1,1,1,0,0
108-2011,12,6,24,3,0,0,2,4,3,5,1
108-2012,0,0,0,0,0,0,0,0,0,0,0
108-2013,0,0,0,0,0,0,0,0,0,0,0
108-2014,2,0,3,0,0,0,0,1,0,0,1
109-2007,0,0,0,0,0,0,0,0,0,0,0
109-2008,0,0,0,0,0,0,0,0,0,0,0
109-2009,0,0,0,0,0,0,0,0,0,0,0
109-2010,5,0,8,1,0,0,1,1,1,1,0
109-2011,3,0,12,0,0,0,0,3,3,0,0
109-2012,0,0,0,0,0,0,0,0,0,0,0
109-2013,0,0,0,0,0,0,0,0,0,0,0
109-2014,6,0,11,0,0,0,0,3,2,0,1
110-2007,10,1,15,2,0,0,3,1,1,3,0
110-2008,2,0,6,0,0,0,1,1,0,0,1
110-2009,6,0,12,1,0,0,2,2,2,3,0
110-2010,4,0,7,1,0,0,1,1,1,2,0
110-2011,9,0,15,1,0,0,2,2,1,2,1
110-2012,4,0,7,1,0,0,0,2,0,3,2
110-2013,6,0,8,1,0,0,0,2,2,3,0
110-2014,0,0,0,0,0,0,0,0,0,0,0
111-2007,0,0,0,0,0,0,0,0,0,0,0
111-2008,0,0,0,0,0,0,0,0,0,0,0
111-2009,0,0,0,0,0,0,0,0,0,0,0
111-2010,0,0,0,0,0,0,0,0,0,0,0
111-2011,0,0,0,0,0,0,0,0,0,0,0
111-2012,2,0,3,1,0,0,1,0,0,3,0
111-2013,0,0,0,0,0,0,0,0,0,0,0
111-2014,2,1,2,0,0,0,1,0,0,0,0
112-2007,11,0,12,1,0,0,2,3,2,2,1
112-2008,3,0,5,1,0,0,0,2,2,1,0
112-2009,4,1,5,0,0,0,0,2,2,0,0
112-2010,8,0,11,0,0,0,3,1,1,0,0
112-2011,5,0,6,0,0,0,0,2,1,0,1
112-2012,12,0,16,2,0,0,3,3,2,1,1
112-2013,0,0,0,0,0,0,0,0,0,0,0
112-2014,5,0,6,1,0,0,0,2,1,2,1
113-2007,7,0,20,1,0,0,0,4,1,1,3
113-2008,15,6,26,1,0,0,0,6,4,2,2
113-2009,22,7,37,0,0,0,0,7,7,0,0
113-2010,2,0,6,0,0,0,0,2,2,0,0
113-2011,3,0,8,0,0,0,0,2,1,0,1
113-2012,0,0,0,0,0,0,0,0,0,0,0
113-2013,17,3,41,4,0,0,0,9,9,5,0
113-2014,1,0,6,0,0,0,0,1,1,0,0
114-2007,0,0,0,0,0,0,0,0,0,0,0
114-2008,5,0,10,1,0,0,0,3,3,1,0
114-2009,2,0,4,1,0,0,0,1,1,1,0
114-2010,1,0,4,1,0,0,0,1,1,1,0
114-2011,2,0,7,1,0,0,0,2,2,1,0
114-2012,2,0,4,1,0,0,0,1,1,2,0
114-2013,3,0,8,0,0,0,0,2,1,0,1
114-2014,5,0,11,0,0,0,0,3,2,0,1
115-2007,3,0,6,0,0,0,0,1,1,0,0
115-2008,13,0,23,3,0,0,1,3,3,7,0
115-2009,8,0,14,0,1,0,0,2,2,0,0
115-2010,6,0,11,0,0,0,0,2,2,0,0
115-2011,8,0,11,2,0,0,0,2,0,4,2
115-2012,13,0,23,2,0,0,0,4,0,6,4
115-2013,17,0,24,3,0,0,0,4,1,6,3
115-2014,13,0,23,2,0,0,0,4,3,2,1
116-2007,0,0,0,0,0,0,0,0,0,0,0
116-2008,4,0,8,2,0,0,1,1,1,2,0
116-2009,5,0,14,1,0,1,1,1,1,4,0
116-2010,3,1,5,0,0,1,0,0,0,0,0
116-2011,6,0,16,0,0,0,4,0,0,0,0
116-2012,0,0,0,0,0,0,0,0,0,0,0
116-2013,5,0,6,1,0,0,0,1,1,1,0
116-2014,1,0,3,0,0,0,1,0,0,0,0
117-2007,3,0,6,0,0,1,0,0,1,0,0
117-2008,8,0,25,1,0,4,0,0,4,1,0
117-2009,6,0,16,0,0,1,0,2,1,0,1
117-2010,8,0,12,0,0,2,1,0,2,0,0
117-2011,6,0,15,1,0,1,0,1,2,1,0
117-2012,0,0,0,0,0,0,0,0,0,0,0
117-2013,5,0,8,0,0,0,0,1,0,0,1
117-2014,6,1,17,1,0,3,0,0,0,2,0
118-2007,7,2,14,1,0,0,0,3,3,1,0
118-2008,4,2,10,1,0,0,0,2,2,2,0
118-2009,0,0,0,0,0,0,0,0,0,0,0
118-2010,5,0,11,1,0,0,0,2,2,1,0
118-2011,3,0,5,0,0,0,0,1,1,0,0
118-2012,2,0,10,0,0,0,0,2,2,0,0
118-2013,6,1,19,1,0,0,0,3,3,1,0
118-2014,0,0,0,0,0,0,0,0,0,0,0
119-2007,0,0,0,0,0,0,0,0,0,0,0
119-2008,2,0,4,1,0,0,1,0,0,1,0
119-2009,2,0,3,0,0,1,0,0,1,0,0
119-2010,3,0,5,0,0,1,1,0,1,0,0
119-2011,5,0,15,1,0,2,2,0,2,1,0
119-2012,0,0,0,0,0,0,0,0,0,0,0
119-2013,1,0,4,0,0,0,0,1,1,0,0
119-2014,2,0,7,1,0,1,0,0,0,3,0
120-2007,3,0,10,1,0,0,0,2,2,1,0
120-2008,6,2,12,1,0,0,0,2,1,1,1
120-2009,11,1,25,1,0,0,2,3,2,3,1
120-2010,2,0,3,1,0,0,0,1,1,1,0
120-2011,24,7,37,2,0,0,0,6,5,5,1
120-2012,5,1,13,1,0,0,0,2,1,1,1
120-2013,3,1,6,1,0,0,0,1,1,1,0
120-2014,8,3,15,3,0,0,0,3,3,5,0
122-2007,3,0,5,0,0,0,0,1,1,0,0
122-2008,5,0,10,0,0,0,0,3,3,0,0
122-2009,3,0,9,2,0,1,0,1,0,3,1
122-2010,7,2,20,2,0,0,0,3,3,3,0
122-2011,4,0,10,1,0,0,0,2,1,1,1
122-2012,3,0,7,0,0,0,0,1,0,0,1
122-2013,4,0,11,1,0,0,1,1,1,1,0
122-2014,9,0,26,1,0,0,2,3,3,2,0
123-2007,0,0,0,0,0,0,0,0,0,0,0
123-2008,0,0,0,0,0,0,0,0,0,0,0
123-2009,0,0,0,0,0,0,0,0,0,0,0
123-2010,0,0,0,0,0,0,0,0,0,0,0
123-2011,0,0,0,0,0,0,0,0,0,0,0
123-2012,0,0,0,0,0,0,0,0,0,0,0
123-2013,3,0,4,0,0,0,0,1,1,0,0
123-2014,0,0,0,0,0,0,0,0,0,0,0
124-2007,0,0,0,0,0,0,0,0,0,0,0
124-2008,3,0,7,0,0,0,0,1,1,0,0
124-2009,7,0,12,1,0,0,0,2,0,1,2
124-2010,0,0,0,0,0,0,0,0,0,0,0
124-2011,5,0,13,1,0,0,0,2,2,1,0
124-2012,9,0,23,1,0,0,0,3,2,1,1
124-2013,0,0,0,0,0,0,0,0,0,0,0
124-2014,15,1,29,2,0,0,0,4,2,5,2
125-2007,4,0,6,1,0,0,0,3,3,2,0
125-2008,0,0,0,0,0,0,0,0,0,0,0
125-2009,3,0,6,0,0,0,0,2,2,0,0
125-2010,0,0,0,0,0,0,0,0,0,0,0
125-2011,0,0,0,0,0,0,0,0,0,0,0
125-2012,0,0,0,0,0,0,0,0,0,0,0
125-2013,0,0,0,0,0,0,0,0,0,0,0
125-2014,9,0,17,0,0,0,5,0,0,0,0
126-2007,22,11,39,1,0,0,1,2,1,1,1
126-2008,3,0,14,0,0,0,0,3,0,0,3
126-2009,17,2,30,1,0,0,1,2,1,1,1
126-2010,22,10,47,0,0,0,4,0,0,0,0
126-2011,18,11,29,0,0,0,1,0,0,0,0
126-2012,0,0,0,0,0,0,0,0,0,0,0
126-2013,3,0,5,0,0,0,0,1,1,0,0
126-2014,4,1,11,0,0,0,0,2,1,0,1
127-2007,1,0,5,1,0,0,0,1,1,1,0
127-2008,3,0,10,0,0,0,3,0,0,0,0
127-2009,1,0,3,0,0,0,0,1,0,0,1
127-2010,2,0,5,0,0,0,1,0,0,0,0
127-2011,7,2,20,1,0,0,0,3,1,1,2
127-2012,0,0,0,0,0,0,0,0,0,0,0
127-2013,0,0,0,0,0,0,0,0,0,0,0
127-2014,0,0,0,0,0,0,0,0,0,0,0
128-2007,3,0,9,0,0,0,1,0,0,0,0
128-2008,0,0,0,0,0,0,0,0,0,0,0
128-2009,0,0,0,0,0,0,0,0,0,0,0
128-2010,0,0,0,0,0,0,0,0,0,0,0
128-2011,3,1,5,1,0,0,0,1,0,1,1
128-2012,3,1,5,0,1,0,0,0,0,0,0
128-2013,0,0,0,0,0,0,0,0,0,0,0
128-2014,0,0,0,0,0,0,0,0,0,0,0
129-2007,10,1,22,0,0,0,1,4,4,0,0
129-2008,11,3,22,2,0,0,0,3,1,2,2
129-2009,9,0,22,3,0,0,0,4,4,5,0
129-2010,10,0,28,0,0,2,0,3,3,0,0
129-2011,11,1,25,0,0,0,0,4,4,0,0
129-2012,3,0,4,0,0,0,0,1,0,0,1
129-2013,2,0,5,1,0,0,0,1,1,1,0
129-2014,2,0,4,0,0,0,0,1,1,0,0
130-2007,0,0,0,0,0,0,0,0,0,0,0
130-2008,46,10,64,0,0,8,0,0,0,0,0
130-2009,11,4,17,2,0,0,0,2,0,2,2
130-2010,0,0,0,0,0,0,0,0,0,0,0
130-2011,0,0,0,0,0,0,0,0,0,0,0
130-2012,24,0,41,1,0,2,1,3,0,1,3
130-2013,15,0,25,3,0,1,0,3,1,12,2
130-2014,3,0,6,1,0,0,0,1,0,3,1
131-2007,4,1,10,0,0,0,0,2,2,0,0
131-2008,0,0,0,0,0,0,0,0,0,0,0
131-2009,1,0,3,1,0,0,0,1,1,2,0
131-2010,1,0,4,0,0,0,0,1,0,0,1
131-2011,5,1,7,2,0,0,0,2,0,2,2
131-2012,0,0,0,0,0,0,0,0,0,0,0
131-2013,3,0,4,0,0,0,0,2,0,0,2
131-2014,0,0,0,0,0,0,0,0,0,0,0
132-2007,5,0,15,2,0,0,1,2,1,2,1
132-2008,0,0,0,0,0,0,0,0,0,0,0
132-2009,2,0,12,1,0,2,0,0,0,1,0
132-2010,15,5,51,4,0,4,0,4,2,8,2
132-2011,3,0,13,1,0,0,0,2,2,1,0
132-2012,6,0,20,3,0,0,0,3,1,8,2
132-2013,6,1,18,2,0,0,0,3,3,7,0
132-2014,7,0,11,2,0,0,0,2,2,3,0
133-2007,8,2,9,2,0,0,4,0,0,4,0
133-2008,6,3,6,1,0,0,2,1,1,7,0
133-2009,11,3,19,0,0,0,4,3,3,0,0
133-2010,10,1,15,1,1,0,5,1,1,3,0
133-2011,8,2,8,2,1,0,0,3,1,1,2
133-2012,10,1,13,0,2,0,3,2,0,0,2
133-2013,2,1,3,0,0,0,1,0,0,0,0
133-2014,8,0,23,4,1,0,5,2,0,4,2
134-2007,12,1,24,0,0,0,1,4,4,0,0
134-2008,9,0,20,3,0,0,0,4,4,4,0
134-2009,7,0,9,2,0,0,0,2,1,4,1
134-2010,5,0,11,2,0,0,0,2,2,3,0
134-2011,3,0,3,1,0,0,0,1,1,2,0
134-2012,4,0,9,1,0,0,0,2,1,2,1
134-2013,6,0,8,1,0,0,0,2,1,1,1
134-2014,8,0,13,1,0,0,0,3,3,1,0
135-2007,4,1,9,1,0,0,0,2,2,1,0
135-2008,0,0,0,0,0,0,0,0,0,0,0
135-2009,5,0,12,1,0,0,0,2,2,2,0
135-2010,3,1,7,1,0,0,0,1,0,1,1
135-2011,7,1,18,3,0,0,0,3,2,5,1
135-2012,14,3,38,2,0,0,0,6,2,2,4
135-2013,5,0,11,0,0,0,0,2,1,0,1
135-2014,3,1,7,1,0,0,0,1,1,2,0
136-2007,3,1,8,0,0,0,1,1,0,0,1
136-2008,3,1,7,0,0,0,0,2,1,0,1
136-2009,2,0,9,0,0,2,0,0,0,0,0
136-2010,2,0,13,0,0,1,1,0,0,0,0
136-2011,1,0,5,0,0,0,1,0,0,0,0
136-2012,11,0,22,1,0,0,1,3,3,3,0
136-2013,6,0,16,1,0,0,1,2,0,3,2
136-2014,4,0,11,0,0,0,0,2,1,0,1
137-2007,0,0,0,0,0,0,0,0,0,0,0
137-2008,4,1,10,0,0,0,2,0,0,0,0
137-2009,7,1,11,0,0,0,1,1,1,0,0
137-2010,0,0,0,0,0,0,0,0,0,0,0
137-2011,1,0,5,0,0,0,1,0,0,0,0
137-2012,2,1,5,0,0,0,1,0,0,0,0
137-2013,3,1,5,1,0,0,0,1,1,1,0
137-2014,9,0,13,0,0,0,1,1,1,0,0
138-2007,0,0,0,0,0,0,0,0,0,0,0
138-2008,0,0,0,0,0,0,0,0,0,0,0
138-2009,0,0,0,0,0,0,0,0,0,0,0
138-2010,2,1,3,0,0,0,0,1,0,0,1
138-2011,0,0,0,0,0,0,0,0,0,0,0
138-2012,5,1,16,1,0,0,0,3,2,1,1
138-2013,2,0,5,0,0,0,0,1,0,0,1
138-2014,3,0,12,1,0,1,0,1,0,1,1
