date,pre,hum,tem,occ
14/05/2020 23:01,94331.38,56.45,30.92,M
25/05/2020 18:53,93781.75,48.27,32.42,M
29/05/2020 01:07,95404.38,48.02,30.95,M
15/05/2020 00:14,94355.63,59.44,30.72,H
15/05/2020 00:29,94342.98,60.47,30.44,M
15/05/2020 00:35,94341.34,60.91,30.35,M
29/05/2020 00:52,95266.83,45.45,31.49,M
25/05/2020 20:31,93883.63,44.98,32.57,M
25/05/2020 23:49,94242.52,50.8,31.97,H
15/05/2020 00:10,94362.65,59.1,30.8,H
04/06/2020 18:17,94389.09,54.7,31.45,M
14/05/2020 23:39,94368.97,58.37,31.04,H
14/05/2020 23:06,94338.52,56.62,30.94,M
25/05/2020 16:38,93901.96,49.54,32.11,M
31/05/2020 19:44,94951.67,55.04,29.91,M
29/05/2020 00:37,95145.71,47.91,31.65,M
01/06/2020 12:05,95211.09,58.2,29.57,M
25/05/2020 19:06,93766.94,48.62,32.43,M
24/05/2020 12:33,94257.5,52.89,31.43,M
15/05/2020 00:50,94332.44,61.27,30.35,M
25/05/2020 20:37,93902.62,45.07,32.5,M
24/05/2020 12:20,94251.25,53.3,31.47,M
04/06/2020 23:03,94589.84,56.43,31.9,M
25/05/2020 23:28,94168.58,50.02,32.81,M
29/05/2020 00:43,95157.82,47.52,31.58,M
31/05/2020 19:43,94951.11,55.05,29.92,M
14/05/2020 23:23,94354.79,59.64,30.95,H
25/05/2020 16:03,93936.74,52.16,32.39,M
14/05/2020 23:49,94374.52,58.1,30.91,H
04/06/2020 18:19,94389.33,54.74,31.47,M
15/05/2020 00:36,94337,60.77,30.39,M
04/06/2020 19:01,94400.99,47.7,31.41,M
25/05/2020 16:43,93900.77,50.21,32.16,M
14/05/2020 23:19,94351.92,58.56,31.13,M
31/05/2020 19:20,94841.77,47.99,30.9,H
25/05/2020 23:25,94148.3,51.16,33.13,M
25/05/2020 16:17,93904.79,50.44,32.26,M
14/05/2020 23:18,94351.62,58.18,31.14,M
29/05/2020 00:23,95135.19,45.56,31.83,M
25/05/2020 16:52,93882.94,49.54,32.13,M
28/05/2020 23:32,94955.96,42.27,31.7,M
04/06/2020 22:59,94587.65,57.03,31.82,M
25/05/2020 23:53,94283.57,51.22,31.38,H
04/06/2020 18:20,94388.32,54.54,31.47,M
31/05/2020 19:31,94900.04,49.92,30.68,M
24/05/2020 12:20,94250.49,53.08,31.44,M
15/05/2020 00:43,94342.26,60.73,30.3,M
04/06/2020 20:02,94446.51,53.88,31.62,M
29/05/2020 00:42,95149.05,47.77,31.59,M
25/05/2020 16:45,93893.42,49.93,32.15,M
04/06/2020 11:24,94693.18,59.93,30.64,M
15/05/2020 00:44,94339.49,60.74,30.29,M
01/06/2020 12:09,95212.87,57.99,29.7,M
31/05/2020 19:10,94837.01,48.49,30.86,H
26/05/2020 00:09,94332.59,53.5,31.39,M
15/05/2020 00:29,94342.67,60.46,30.46,M
25/05/2020 23:25,94150.1,50.08,33.05,M
25/05/2020 16:31,93898.16,50.44,32.21,M
24/05/2020 12:25,94260.13,53.46,31.45,M
04/06/2020 19:56,94437.24,53.64,31.56,M
04/06/2020 19:15,94394.92,51.37,31.43,M
15/05/2020 00:31,94343.6,60.5,30.38,M
25/05/2020 18:56,93776.49,48.2,32.42,M
14/05/2020 23:09,94346.77,56.84,31.01,M
29/05/2020 00:16,95122.74,44.62,31.83,M
25/05/2020 18:59,93780.13,48.22,32.45,M
15/05/2020 00:19,94357.94,59.28,31,M
14/05/2020 23:00,94334.68,56.36,30.93,M
31/05/2020 19:03,94823.93,48.04,30.69,H
15/05/2020 00:09,94364.34,59.18,30.83,H
24/05/2020 12:26,94259.36,53.19,31.41,M
24/05/2020 12:06,94257.21,53.62,31.68,M
15/05/2020 00:03,94369.74,58.88,30.94,H
25/05/2020 23:46,94224.76,51.22,32.24,H
24/05/2020 11:45,94259.26,53.69,31.56,H
15/05/2020 00:02,94370.01,58.84,30.95,H
29/05/2020 00:29,95158.44,48.44,31.85,M
31/05/2020 19:38,94925.27,54.01,29.91,M
01/06/2020 11:53,95210.66,58.84,29.19,M
25/05/2020 16:14,93911.83,50.9,32.28,M
29/05/2020 00:57,95231.31,45.14,31.46,M
31/05/2020 19:12,94841.06,48.5,30.86,H
14/05/2020 23:46,94374.52,58.14,30.93,H
25/05/2020 19:14,93747.15,49.16,32.48,M
04/06/2020 19:38,94415.21,53.24,31.54,M
04/06/2020 19:06,94405.62,48.08,31.42,M
24/05/2020 12:18,94251.51,53.23,31.48,M
24/05/2020 12:38,94249.45,53.24,31.55,M
25/05/2020 16:06,93929.3,51.78,32.41,M
04/06/2020 23:02,94589.77,56.51,31.87,M
26/05/2020 00:08,94329.65,53.39,31.38,M
28/05/2020 23:35,94977.44,42.74,31.75,M
24/05/2020 11:54,94255.23,53.84,31.64,H
04/06/2020 18:35,94393.66,49.92,31.45,M
25/05/2020 19:34,93765.51,44.83,32.55,M
31/05/2020 19:27,94887.26,48.36,30.69,H
31/05/2020 19:15,94841.54,48.07,30.9,H
15/05/2020 00:54,94329.71,61.35,30.45,M
15/05/2020 00:53,94330.61,61.28,30.42,M
25/05/2020 17:07,93873.02,48.44,32.28,M
14/05/2020 23:29,94354.76,59.31,30.97,H
04/06/2020 11:21,94694.27,60.46,30.6,M
24/05/2020 12:44,94246.21,54.05,31.66,M
15/05/2020 00:57,94333.31,61.07,30.5,M
01/06/2020 11:55,95213.14,58.93,29.24,M
15/05/2020 00:37,94339.32,60.8,30.4,M
04/06/2020 19:00,94399.9,48.11,31.4,M
25/05/2020 20:36,93899.32,44.88,32.48,M
25/05/2020 23:26,94154.3,50.06,33,M
31/05/2020 19:43,94944.9,54.94,29.94,M
04/06/2020 18:42,94398.22,49.31,31.46,M
25/05/2020 19:08,93760.44,48.98,32.44,M
14/05/2020 23:13,94347.08,56.83,31.04,M
15/05/2020 00:12,94357.08,59.32,30.75,H
04/06/2020 19:16,94398.84,51.23,31.41,M
04/06/2020 18:49,94403.19,49.5,31.43,M
28/05/2020 23:32,94954.68,42.43,31.68,M
04/06/2020 20:00,94438.55,53.83,31.61,M
26/05/2020 00:04,94320.16,52.52,31.44,M
24/05/2020 12:45,94243.99,54,31.66,M
04/06/2020 19:51,94433.63,53.84,31.6,M
29/05/2020 00:18,95124.27,44.73,31.85,M
25/05/2020 17:03,93878.49,48.39,32.26,M
04/06/2020 19:10,94401.87,50.06,31.42,M
25/05/2020 19:11,93756.03,49.25,32.47,M
31/05/2020 19:40,94934.69,54.8,29.85,M
24/05/2020 12:40,94247.69,53.92,31.6,M
04/06/2020 11:23,94696.79,61.03,30.69,M
01/06/2020 12:28,95200.55,58.38,29.49,M
04/06/2020 19:13,94396.64,51,31.44,M
15/05/2020 00:04,94368.02,59.01,30.91,H
25/05/2020 20:29,93880.67,44.82,32.55,M
01/06/2020 12:12,95209.27,58.25,29.36,M
29/05/2020 00:31,95163.51,49.53,31.92,M
29/05/2020 01:05,95334.81,44.23,31.3,M
25/05/2020 18:51,93779.35,48.14,32.4,M
25/05/2020 23:19,94138.8,50.52,32.56,M
01/06/2020 12:26,95198.29,58.59,29.46,M
04/06/2020 19:41,94420.35,53.74,31.57,M
14/05/2020 23:55,94374.45,58.18,30.93,H
15/05/2020 00:07,94362.91,59.1,30.87,H
25/05/2020 23:56,94299.72,51.99,31.35,H
24/05/2020 11:53,94256.43,53.83,31.61,H
15/05/2020 00:51,94333.41,60.96,30.36,M
04/06/2020 22:59,94587.31,56.73,31.81,M
04/06/2020 23:04,94591.6,56.61,31.89,M
24/05/2020 12:27,94259.99,53.15,31.36,M
14/05/2020 23:28,94353.37,59.17,31.01,H
31/05/2020 19:02,94824.31,48.01,30.7,H
24/05/2020 12:02,94260.94,53.84,31.67,M
25/05/2020 19:29,93751.85,45.33,32.51,M
29/05/2020 00:34,95144.87,48.15,31.79,M
31/05/2020 19:47,94962.57,55.18,29.9,M
24/05/2020 12:36,94255.31,53.07,31.46,M
26/05/2020 00:22,94348.74,55.76,31.36,M
25/05/2020 23:51,94261.01,50.68,31.65,H
25/05/2020 16:07,93932.99,51.57,32.38,M
25/05/2020 16:47,93889.27,49.33,32.16,M
15/05/2020 00:55,94331.6,61.2,30.46,M
15/05/2020 00:43,94341.73,60.72,30.3,M
25/05/2020 19:08,93760.66,48.73,32.43,M
04/06/2020 23:07,94597.15,56.59,31.92,M
04/06/2020 19:41,94416.91,53.67,31.59,M
25/05/2020 23:31,94175.01,51.19,32.64,M
04/06/2020 19:49,94431.07,53.87,31.6,M
04/06/2020 18:06,94394.81,55.52,31.66,M
14/05/2020 23:17,94349.72,57.83,31.14,M
26/05/2020 00:02,94320.54,51.92,31.47,M
04/06/2020 20:57,94495.59,47.88,31.28,M
31/05/2020 19:11,94836.46,48.46,30.87,H
04/06/2020 20:08,94452.14,53.44,31.59,M
04/06/2020 20:54,94495.31,47.95,31.31,M
04/06/2020 19:08,94403.02,48.83,31.42,M
04/06/2020 18:42,94396.38,49.32,31.47,M
01/06/2020 11:51,95213.41,58.89,29.14,M
04/06/2020 19:46,94427.43,53.85,31.6,M
25/05/2020 23:52,94267.67,51.19,31.5,H
25/05/2020 16:54,93881.28,50.1,32.19,M
04/06/2020 18:18,94388.04,54.68,31.47,M
15/05/2020 00:42,94340.99,60.74,30.3,M
25/05/2020 16:36,93899.77,49.42,32.13,M
28/05/2020 23:33,94959.98,42.4,31.71,M
24/05/2020 12:34,94259.82,53.24,31.44,M
14/05/2020 23:45,94372.95,57.94,30.9,H
26/05/2020 00:03,94319.6,52.45,31.46,M
29/05/2020 00:45,95182.56,47.61,31.64,M
04/06/2020 20:56,94496.06,48.1,31.27,M
25/05/2020 23:46,94226.62,51.61,32.24,H
04/06/2020 19:57,94437.52,53.71,31.59,M
31/05/2020 19:07,94830.45,48.38,30.82,H
29/05/2020 00:37,95138.51,47.97,31.66,M
01/06/2020 12:26,95199.37,58.49,29.46,M
24/05/2020 12:31,94259.07,52.83,31.44,M
25/05/2020 15:57,93940.9,52.76,32.25,M
29/05/2020 00:09,95084.54,42.21,32.1,M
25/05/2020 19:31,93749.91,45.05,32.54,M
25/05/2020 17:07,93875.39,48.4,32.26,M
25/05/2020 18:55,93778.53,48.48,32.41,M
25/05/2020 16:02,93934.51,52.29,32.45,M
25/05/2020 15:51,93947.28,53.3,32.05,M
14/05/2020 23:11,94346.51,56.79,31.01,M
31/05/2020 19:24,94861.55,47.6,30.82,H
29/05/2020 01:00,95260.6,45.55,31.53,M
25/05/2020 16:36,93902.37,49.46,32.13,M
29/05/2020 01:03,95300.38,43.69,31.38,M
25/05/2020 23:44,94224.16,50.73,32.34,H
25/05/2020 17:08,93876.55,48.4,32.31,M
29/05/2020 00:12,95117,43.45,31.88,M
04/06/2020 19:55,94437.36,53.61,31.58,M
31/05/2020 19:24,94856.61,47.61,30.82,H
25/05/2020 19:03,93778.21,48.37,32.45,M
14/05/2020 23:11,94345.2,56.8,31.02,M
25/05/2020 19:29,93750.83,45.8,32.55,M
14/05/2020 23:31,94355.73,59.33,31.01,H
24/05/2020 11:53,94255.84,53.82,31.63,H
28/05/2020 23:34,94968.95,42.76,31.72,M
25/05/2020 20:35,93893.13,44.72,32.5,M
24/05/2020 11:57,94255.83,53.9,31.65,H
25/05/2020 15:57,93940.52,52.72,32.25,M
25/05/2020 23:43,94223.06,51.07,32.41,H
29/05/2020 00:41,95144.11,47.96,31.64,M
24/05/2020 12:22,94254.77,53.16,31.43,M
15/05/2020 00:20,94354.2,59.13,30.87,M
25/05/2020 23:24,94146.54,60.67,33.3,M
04/06/2020 18:34,94391.19,50.23,31.48,M
31/05/2020 19:29,94892.77,49.24,30.65,M
14/05/2020 23:24,94357.95,59.53,30.96,H
25/05/2020 16:40,93902.74,50.28,32.12,M
25/05/2020 15:55,93941.78,53,32.21,M
04/06/2020 19:27,94408.98,52.67,31.5,M
25/05/2020 19:30,93750.16,45.16,32.52,M
25/05/2020 16:44,93894.95,50.16,32.16,M
04/06/2020 20:07,94447.48,53.71,31.58,M
25/05/2020 19:35,93768.25,44.99,32.56,M
01/06/2020 12:10,95208.66,57.5,29.59,M
29/05/2020 00:58,95233.54,45.5,31.48,M
04/06/2020 20:55,94494.36,48.01,31.25,M
04/06/2020 19:15,94395.42,51.29,31.43,M
25/05/2020 23:29,94170.44,50.72,32.78,M
29/05/2020 00:38,95141.6,47.88,31.63,M
04/06/2020 18:38,94390.9,50.34,31.46,M
04/06/2020 11:26,94689.17,60.06,30.64,M
25/05/2020 19:01,93781.46,48.36,32.49,M
04/06/2020 18:48,94401.33,49.39,31.42,M
04/06/2020 11:32,94688.91,60.4,30.67,M
24/05/2020 12:41,94247,54.74,31.61,M
01/06/2020 11:49,95216.95,59.43,29.14,M
29/05/2020 00:31,95156.21,48.42,31.9,M
25/05/2020 15:56,93939.47,52.75,32.23,M
25/05/2020 16:07,93933.18,51.61,32.38,M
25/05/2020 19:17,93739.26,48.74,32.54,M
04/06/2020 18:20,94390.11,54.56,31.47,M
24/05/2020 12:14,94250.97,53.44,31.57,M
01/06/2020 12:04,95210.97,58.28,29.55,M
25/05/2020 18:58,93779.45,48.38,32.45,M
01/06/2020 12:11,95207.79,57.48,29.53,M
01/06/2020 12:08,95208.65,57.94,29.65,M
29/05/2020 00:20,95118.91,45.29,31.8,M
01/06/2020 12:23,95198.95,58.66,29.36,M
25/05/2020 16:33,93901.79,50.06,32.17,M
04/06/2020 20:02,94445.13,53.9,31.62,M
01/06/2020 12:24,95199.49,58.76,29.38,M
25/05/2020 19:16,93739.9,48.56,32.49,M
04/06/2020 18:51,94402.39,49.44,31.44,M
24/05/2020 11:48,94258.36,53.8,31.56,H
31/05/2020 19:26,94886.33,47.55,30.7,H
04/06/2020 19:55,94434.56,53.84,31.57,M
25/05/2020 17:00,93880.55,48.97,32.28,M
04/06/2020 19:12,94396.3,50.29,31.43,M
04/06/2020 18:52,94400.56,49.38,31.43,M
24/05/2020 12:37,94251.75,53.17,31.53,M
04/06/2020 20:03,94445.88,53.9,31.61,M
04/06/2020 18:48,94401.68,49.46,31.43,M
25/05/2020 19:09,93759.15,49.25,32.48,M
04/06/2020 23:03,94589.89,56.37,31.89,M
24/05/2020 12:43,94246.87,54.35,31.66,M
04/06/2020 19:35,94413.43,52.99,31.53,M
25/05/2020 19:16,93741.77,48.64,32.49,M
24/05/2020 11:47,94257.19,53.86,31.54,H
15/05/2020 00:11,94362.47,59.19,30.78,H
04/06/2020 19:26,94408.63,52.66,31.48,M
04/06/2020 19:52,94433.84,53.68,31.55,M
04/06/2020 11:23,94696.76,60.24,30.68,M
29/05/2020 00:48,95214.21,46.91,31.56,M
15/05/2020 00:49,94337.24,60.82,30.32,M
01/06/2020 12:01,95214.41,58.61,29.45,M
26/05/2020 00:11,94339.37,53.8,31.4,M
26/05/2020 00:17,94344.36,55.53,31.26,M
24/05/2020 12:28,94262.25,53.12,31.35,M
01/06/2020 11:52,95212.66,59.26,29.17,M
31/05/2020 19:17,94839.22,48.01,30.89,H
26/05/2020 00:25,94323.6,55.18,31.58,M
29/05/2020 00:32,95149.42,48.27,31.86,M
31/05/2020 19:15,94840.25,48.05,30.88,H
04/06/2020 18:14,94394.62,54.91,31.47,M
25/05/2020 18:50,93779.69,48.65,32.39,M
15/05/2020 00:11,94359.75,59.23,30.78,H
29/05/2020 01:02,95290.94,44.12,31.42,M
15/05/2020 00:32,94340.93,60.71,30.35,M
31/05/2020 19:41,94940.81,54.91,29.89,M
25/05/2020 23:33,94179.18,51.2,32.51,M
29/05/2020 00:50,95251.26,46.02,31.55,M
15/05/2020 00:05,94366.87,58.99,30.89,H
04/06/2020 11:22,94696.17,60.69,30.63,M
29/05/2020 00:55,95240.97,46.26,31.47,M
29/05/2020 01:02,95286.1,44.21,31.4,M
15/05/2020 00:56,94331.19,61.08,30.46,M
25/05/2020 16:27,93906.15,50.95,32.19,M
01/06/2020 12:03,95213.24,58.58,29.52,M
04/06/2020 20:49,94482.37,49.23,31.47,M
04/06/2020 19:28,94412.02,52.81,31.51,M
01/06/2020 12:16,95210.38,59.25,29.21,M
25/05/2020 16:12,93916.83,51,32.32,M
01/06/2020 12:20,95203.84,59.17,29.27,M
25/05/2020 15:52,93949.33,53.27,32.1,M
25/05/2020 16:13,93918.14,50.99,32.31,M
31/05/2020 19:33,94909.99,51.38,30.49,M
01/06/2020 12:13,95210.98,58.51,29.3,M
24/05/2020 11:55,94253.6,53.87,31.63,H
26/05/2020 00:07,94325.01,53.2,31.41,M
24/05/2020 12:29,94262.02,52.92,31.38,M
15/05/2020 00:05,94366.03,59.05,30.89,H
26/05/2020 00:19,94343.27,55.57,31.35,M
15/05/2020 00:28,94343.63,60.45,30.45,M
25/05/2020 19:12,93750.83,49.14,32.49,M
25/05/2020 16:47,93888.51,49.21,32.16,M
25/05/2020 16:26,93910.74,50.98,32.16,M
25/05/2020 19:31,93750.03,45.37,32.53,M
31/05/2020 19:36,94920.6,53.46,30.06,M
04/06/2020 19:44,94425.21,53.92,31.58,M
29/05/2020 01:07,95406.27,46.2,31.23,M
31/05/2020 19:18,94840.33,47.98,30.9,H
01/06/2020 12:19,95206.83,59.37,29.23,M
14/05/2020 23:12,94345.59,56.83,31.02,M
04/06/2020 19:51,94436.34,53.86,31.59,M
25/05/2020 16:29,93904.38,50.92,32.18,M
25/05/2020 16:35,93901.92,49.8,32.12,M
24/05/2020 12:03,94260.46,53.75,31.67,M
25/05/2020 23:41,94208.92,51.63,32.4,H
01/06/2020 12:02,95213.04,58.92,29.49,M
15/05/2020 00:41,94343.02,60.66,30.33,M
25/05/2020 20:32,93887.18,44.64,32.56,M
25/05/2020 18:57,93777.51,48.83,32.44,M
29/05/2020 00:41,95149.15,47.63,31.56,M
29/05/2020 00:14,95103.86,44.26,31.85,M
24/05/2020 12:08,94258.75,53.63,31.68,M
04/06/2020 20:50,94484.74,48.4,31.44,M
04/06/2020 18:18,94386.76,54.76,31.45,M
25/05/2020 23:23,94144.95,56.48,32.83,M
25/05/2020 16:05,93935.22,52.01,32.4,M
15/05/2020 00:07,94363.6,59.08,30.86,H
04/06/2020 18:11,94391.59,55.26,31.47,M
25/05/2020 16:04,93935.33,52.02,32.38,M
04/06/2020 18:54,94401.61,48.94,31.42,M
29/05/2020 00:30,95157.3,48.11,31.86,M
24/05/2020 11:54,94255.51,53.83,31.64,H
29/05/2020 00:42,95157.04,47.49,31.57,M
15/05/2020 00:39,94337.12,60.62,30.4,M
01/06/2020 11:49,95214.88,59.37,29.14,M
31/05/2020 19:02,94823.72,47.94,30.7,H
25/05/2020 16:56,93882.23,50.12,32.25,M
25/05/2020 16:49,93886.49,49.14,32.14,M
01/06/2020 11:57,95212.71,59.12,29.3,M
04/06/2020 19:29,94411.34,52.8,31.52,M
29/05/2020 00:40,95143.61,47.78,31.65,M
31/05/2020 19:46,94960.31,55.23,29.92,M
25/05/2020 16:09,93929.19,51.5,32.41,M
04/06/2020 19:47,94429.89,53.68,31.6,M
29/05/2020 00:26,95146.28,46.31,31.83,M
04/06/2020 18:46,94399.15,49.27,31.44,M
14/05/2020 23:54,94374.98,58.2,30.94,H
04/06/2020 19:45,94426.58,54.07,31.6,M
24/05/2020 12:48,94239.97,54.34,31.66,M
24/05/2020 12:11,94253.87,53.53,31.68,M
04/06/2020 18:25,94392.25,52.97,31.48,M
04/06/2020 19:30,94409.25,52.98,31.5,M
24/05/2020 11:49,94257.47,53.79,31.58,H
14/05/2020 23:50,94374.52,58.07,30.91,H
04/06/2020 18:59,94401.01,48.24,31.39,M
24/05/2020 12:47,94240.29,54.68,31.71,M
25/05/2020 16:33,93902.24,50.03,32.15,M
24/05/2020 12:04,94258.76,53.65,31.66,M
24/05/2020 12:36,94256.88,53.05,31.42,M
26/05/2020 00:12,94343.11,54.26,31.33,M
04/06/2020 19:49,94432.88,53.91,31.59,M
04/06/2020 18:53,94400.4,49.56,31.4,M
25/05/2020 23:31,94174.88,51.49,32.62,M
04/06/2020 23:06,94590.42,56.71,31.94,M
25/05/2020 16:17,93908.67,50.55,32.27,M
04/06/2020 20:50,94484.3,48.26,31.46,M
31/05/2020 19:04,94826.93,48.16,30.68,H
14/05/2020 23:32,94360.1,59.28,31,H
24/05/2020 11:51,94255.54,53.84,31.59,H
25/05/2020 18:52,93781.28,48.4,32.38,M
14/05/2020 23:41,94373.14,58.19,31.02,H
04/06/2020 20:08,94450.65,53.46,31.59,M
25/05/2020 23:36,94185.3,51,32.46,M
24/05/2020 11:46,94260.43,53.75,31.53,H
04/06/2020 19:02,94403.56,47.9,31.43,M
29/05/2020 01:03,95312.82,44.49,31.37,M
14/05/2020 23:57,94371.34,59.01,30.9,H
04/06/2020 19:32,94411.24,52.99,31.52,M
15/05/2020 00:23,94352.06,59.7,30.64,M
15/05/2020 00:46,94337.41,60.8,30.3,M
24/05/2020 12:44,94245.27,53.96,31.66,M
04/06/2020 11:22,94696.55,61.06,30.66,M
29/05/2020 00:38,95139.1,48.07,31.6,M
04/06/2020 18:54,94398.42,49.13,31.42,M
26/05/2020 00:02,94319.85,51.78,31.51,M
14/05/2020 23:41,94372.74,58.2,31.02,H
04/06/2020 19:07,94401.36,48.71,31.41,M
25/05/2020 19:37,93774.44,44.51,32.55,M
04/06/2020 18:33,94391.78,49.85,31.48,M
14/05/2020 23:54,94371.59,58.18,30.93,H
15/05/2020 00:58,94333.3,61.03,30.54,M
26/05/2020 00:18,94342.69,55.5,31.31,M
24/05/2020 12:06,94257.77,53.6,31.68,M
31/05/2020 19:07,94829.69,48.43,30.8,H
04/06/2020 18:27,94396.75,52.62,31.48,M
25/05/2020 19:17,93739.53,48.84,32.52,M
29/05/2020 01:08,95411.31,48.21,30.93,M
25/05/2020 16:00,93939.71,52.51,32.35,M
31/05/2020 19:21,94843.42,47.86,30.85,H
04/06/2020 18:09,94389.19,55.32,31.54,M
04/06/2020 11:32,94688.62,60.38,30.67,M
25/05/2020 17:04,93873.79,48.36,32.26,M
04/06/2020 20:53,94491.67,48.14,31.34,M
25/05/2020 19:02,93780.39,48.32,32.44,M
31/05/2020 19:46,94960.98,55.3,29.88,M
01/06/2020 12:24,95200.01,58.85,29.41,M
15/05/2020 00:28,94347.84,60.35,30.45,M
04/06/2020 20:01,94444.67,53.77,31.6,M
04/06/2020 19:01,94401.14,47.91,31.42,M
15/05/2020 00:21,94353.09,59.39,30.73,M
14/05/2020 23:56,94371.71,58.35,30.88,H
04/06/2020 11:19,94695.7,60.26,30.64,M
01/06/2020 11:50,95212.72,58.98,29.12,M
31/05/2020 19:08,94831.26,48.49,30.82,H
01/06/2020 12:27,95200.2,58.41,29.44,M
25/05/2020 23:40,94204.26,51.03,32.36,H
25/05/2020 16:56,93883.07,50.3,32.23,M
01/06/2020 12:00,95212.16,58.79,29.47,M
25/05/2020 23:22,94137.28,50.88,32.53,M
25/05/2020 23:44,94225.38,51.03,32.24,H
14/05/2020 23:46,94373.06,58.15,30.94,H
26/05/2020 00:26,94323.37,55.01,31.6,M
14/05/2020 23:38,94368.25,58.61,31.02,H
25/05/2020 16:24,93907.35,50.42,32.15,M
04/06/2020 20:01,94442.84,53.81,31.62,M
04/06/2020 18:55,94402.46,49.25,31.41,M
04/06/2020 19:27,94409.99,52.63,31.53,M
01/06/2020 12:11,95209.27,57.77,29.46,M
04/06/2020 11:37,94689.66,60.25,30.68,M
26/05/2020 00:16,94348.65,55.45,31.15,M
31/05/2020 19:13,94839.91,48.46,30.87,H
25/05/2020 19:32,93753.45,44.95,32.51,M
04/06/2020 18:22,94388.31,54.3,31.46,M
01/06/2020 12:10,95212.85,57.71,29.69,M
25/05/2020 16:27,93904.45,50.98,32.19,M
15/05/2020 00:04,94367.67,58.88,30.91,H
04/06/2020 19:54,94433.43,53.65,31.58,M
25/05/2020 19:00,93781.08,48.2,32.48,M
29/05/2020 00:44,95162.26,47.2,31.59,M
25/05/2020 16:45,93894.66,49.9,32.17,M
25/05/2020 16:16,93909.85,50.77,32.25,M
25/05/2020 16:11,93922.23,51.08,32.4,M
14/05/2020 23:59,94372.78,58.98,30.94,H
14/05/2020 23:44,94372.88,57.92,30.99,H
04/06/2020 19:53,94432.86,53.78,31.56,M
29/05/2020 00:22,95123.3,45.31,31.9,M
15/05/2020 00:57,94333.68,61.08,30.53,M
04/06/2020 19:36,94415.11,53.04,31.5,M
01/06/2020 12:15,95211.88,58.96,29.2,M
25/05/2020 20:30,93884.43,45.02,32.58,M
25/05/2020 19:30,93749.56,45.27,32.51,M
25/05/2020 23:29,94172.69,50.8,32.72,M
25/05/2020 19:09,93759,49.03,32.46,M
24/05/2020 12:26,94259.66,53.13,31.4,M
25/05/2020 23:39,94201.51,51.02,32.42,H
14/05/2020 23:53,94375.12,58.19,30.94,H
01/06/2020 11:52,95212.61,58.87,29.19,M
29/05/2020 00:54,95260.87,45.21,31.42,M
24/05/2020 11:59,94256.34,53.89,31.66,M
25/05/2020 23:20,94134.27,50.22,32.48,M
04/06/2020 20:07,94449.62,53.72,31.59,M
25/05/2020 16:55,93880.95,50.31,32.22,M
25/05/2020 23:53,94275.96,51.27,31.46,H
25/05/2020 17:06,93875.59,48.45,32.25,M
25/05/2020 16:10,93927.73,51.35,32.38,M
15/05/2020 00:42,94340.97,60.7,30.31,M
25/05/2020 15:59,93940.12,52.73,32.27,M
25/05/2020 16:08,93933.15,51.77,32.39,M
25/05/2020 16:20,93909.84,50.2,32.23,M
25/05/2020 19:04,93774.76,48.53,32.43,M
29/05/2020 00:25,95145.71,46.04,31.85,M
14/05/2020 23:18,94351.42,57.95,31.15,M
04/06/2020 11:38,94687.97,60.23,30.64,M
14/05/2020 23:20,94348.41,59.11,31.05,M
15/05/2020 00:21,94354.61,59.31,30.77,M
14/05/2020 23:04,94334.45,56.41,30.94,M
25/05/2020 16:23,93913.08,50.1,32.14,M
04/06/2020 23:05,94590.89,56.4,31.94,M
29/05/2020 00:13,95117.97,44.03,31.81,M
25/05/2020 19:06,93770.34,48.63,32.41,M
04/06/2020 20:56,94495.71,48.07,31.25,M
14/05/2020 23:22,94352.29,59.37,30.95,M
04/06/2020 18:23,94391.86,53.68,31.46,M
25/05/2020 18:52,93781.05,48.23,32.4,M
31/05/2020 19:10,94837.64,48.5,30.86,H
25/05/2020 16:30,93901.05,50.5,32.2,M
25/05/2020 23:54,94289.34,51.48,31.29,H
01/06/2020 11:54,95211.27,58.99,29.17,M
04/06/2020 18:41,94395.67,50.1,31.47,M
26/05/2020 00:23,94348.19,55.67,31.46,M
25/05/2020 23:27,94158.36,49.85,32.92,M
04/06/2020 19:38,94415.02,53.2,31.53,M
25/05/2020 23:33,94179.07,51.22,32.57,M
04/06/2020 19:10,94400.05,49.6,31.42,M
04/06/2020 19:53,94431.93,53.81,31.57,M
14/05/2020 23:38,94369.7,58.55,31.03,H
01/06/2020 12:12,95209.02,58.14,29.41,M
04/06/2020 19:32,94411.11,53.04,31.51,M
31/05/2020 19:45,94956.89,55.17,29.84,M
15/05/2020 00:06,94365.76,59.05,30.89,H
25/05/2020 19:32,93755.49,45.31,32.5,M
14/05/2020 23:02,94332.69,56.48,30.93,M
31/05/2020 19:32,94911.3,50.41,30.62,M
29/05/2020 00:27,95152.96,47.75,31.82,M
31/05/2020 19:09,94833.76,48.5,30.85,H
14/05/2020 23:37,94366.67,58.67,31,H
31/05/2020 19:00,94822.37,47.91,30.71,H
04/06/2020 19:18,94398.48,51.67,31.43,M
15/05/2020 00:38,94341.59,60.68,30.41,M
15/05/2020 00:34,94338.9,60.88,30.33,M
31/05/2020 19:40,94938.22,54.83,29.92,M
25/05/2020 17:08,93875.2,48.29,32.3,M
04/06/2020 18:28,94395.38,51.78,31.48,M
26/05/2020 00:16,94347.38,55.56,31.22,M
