CLAVE,PUB_YEAR,CITED_DOCS,CITES_3Y,AFFILIATIONS,AUTHORS,INTL_AFIL,Q1Q2,BOOK,CHAPTER,CONFERENCE,JOURNAL,DOCS,CITE_SCORE,BASE_YEAR,YEAR_N
1203,2011,1,2,11,24,0,5,0,0,0,5,5,0.4,2009,3
1203,2012,0,0,1,4,0,1,0,0,0,1,1,0,2009,4
1203,2013,1,2,2,5,0,1,0,0,0,1,1,2,2009,5
1205,2009,0,0,7,9,1,1,0,0,2,1,3,0,2009,1
1205,2010,0,0,5,8,0,0,0,0,2,0,2,0,2009,2
1205,2011,1,1,5,9,0,0,0,0,1,2,3,0.333,2009,3
1205,2012,0,0,4,8,0,2,0,0,0,2,2,0,2009,4
1205,2013,3,7,8,10,1,3,0,0,0,3,3,2.333,2009,5
1206,2009,2,2,7,14,0,3,0,0,0,3,3,0.667,2009,1
1206,2010,2,7,15,23,0,3,0,0,1,4,5,1.4,2009,2
1206,2011,3,3,8,14,0,2,0,1,0,2,3,1,2009,3
1206,2012,4,5,22,34,2,5,0,0,1,6,7,0.714,2009,4
1206,2013,1,3,10,24,1,0,0,1,1,2,4,0.75,2009,5
1207,2009,6,29,18,25,1,5,0,0,2,5,7,4.143,2009,1
1207,2010,4,11,22,29,0,3,0,1,0,5,6,1.833,2009,2
1207,2011,6,7,11,29,0,4,0,0,1,6,7,1,2009,3
1207,2012,3,6,8,14,1,2,0,0,1,3,4,1.5,2009,4
1207,2013,6,10,11,19,0,4,0,0,0,6,6,1.667,2009,5
1208,2009,1,1,4,13,0,2,0,2,2,0,4,0.25,2009,1
1208,2010,1,1,8,16,1,2,0,2,2,1,5,0.2,2009,2
1208,2011,1,2,3,4,0,1,0,0,0,1,1,2,2009,3
1208,2012,0,0,1,3,0,1,0,0,0,1,1,0,2009,4
1208,2013,0,0,1,3,0,0,0,0,1,0,1,0,2009,5
1212,2009,0,0,9,13,2,0,0,0,2,1,3,0,2009,1
1212,2010,1,1,22,39,3,2,2,0,1,4,7,0.143,2009,2
1212,2011,1,2,20,36,5,4,2,0,1,4,7,0.286,2009,3
1212,2012,2,2,11,25,1,2,2,0,1,3,6,0.333,2009,4
1212,2013,0,0,7,13,2,2,0,1,0,2,3,0,2009,5
1216,2009,1,2,2,4,0,1,0,0,0,1,1,2,2009,1
1216,2010,2,2,7,26,0,0,0,0,0,4,4,0.5,2009,2
1216,2011,2,2,7,18,1,1,0,0,0,3,3,0.667,2009,3
1216,2012,1,3,6,11,0,1,0,0,0,3,3,1,2009,4
1216,2013,2,2,10,28,0,0,0,0,0,4,4,0.5,2009,5
1218,2009,1,3,4,12,0,1,0,0,0,2,2,1.5,2009,1
1218,2010,0,0,2,6,1,1,0,0,0,1,1,0,2009,2
1218,2011,1,3,3,9,1,2,0,0,0,2,2,1.5,2009,3
1218,2012,1,3,3,11,0,2,0,0,0,2,2,1.5,2009,4
1218,2013,1,1,5,14,1,1,0,0,1,2,3,0.333,2009,5
1220,2009,0,0,9,15,1,3,0,0,0,3,3,0,2009,1
1220,2010,0,0,3,6,0,1,0,0,0,1,1,0,2009,2
1220,2011,2,6,8,18,0,0,0,0,1,2,3,2,2009,3
1220,2012,1,1,6,11,1,0,0,0,1,1,2,0.5,2009,4
1220,2013,1,1,3,7,0,0,0,0,0,1,1,1,2009,5
1223,2009,0,0,5,9,0,0,0,0,4,0,4,0,2009,1
1223,2010,3,6,15,27,0,0,0,0,8,2,10,0.6,2009,2
1223,2011,0,0,11,23,0,0,0,0,8,0,8,0,2009,3
1223,2012,2,3,10,15,0,0,0,0,5,0,5,0.6,2009,4
1223,2013,7,22,18,25,0,2,0,0,7,3,10,2.2,2009,5
1224,2009,0,0,2,7,0,0,0,0,2,0,2,0,2009,1
1224,2010,3,10,10,19,0,1,0,0,5,1,6,1.667,2009,2
1224,2011,2,4,11,21,0,0,0,0,6,1,7,0.571,2009,3
1224,2012,5,8,15,25,2,5,0,0,1,5,6,1.333,2009,4
1224,2013,2,12,9,24,0,3,0,0,1,6,7,1.714,2009,5
1225,2009,2,11,10,18,0,2,0,1,3,2,6,1.833,2009,1
1225,2010,5,8,23,46,4,6,0,1,3,8,12,0.667,2009,2
1225,2011,6,28,26,50,9,7,1,0,4,7,12,2.333,2009,3
1225,2012,2,10,33,54,19,2,0,4,6,2,12,0.833,2009,4
1225,2013,14,45,49,74,29,15,0,0,0,15,15,3,2009,5
1228,2009,0,0,1,4,0,0,0,0,0,1,1,0,2009,1
1228,2010,1,3,3,9,0,1,0,0,0,3,3,1,2009,2
1228,2011,1,3,7,16,0,3,0,0,0,4,4,0.75,2009,3
1228,2012,1,1,1,4,0,1,0,0,0,1,1,1,2009,4
1228,2013,3,6,13,27,0,5,0,0,0,5,5,1.2,2009,5
1229,2009,0,0,3,4,0,1,0,1,0,1,2,0,2009,1
1229,2010,0,0,1,2,0,1,0,1,0,0,1,0,2009,2
1229,2011,2,5,5,12,2,2,0,2,0,1,3,1.667,2009,3
1229,2012,3,5,12,22,4,5,0,1,3,4,8,0.625,2009,4
1229,2013,1,2,1,3,0,0,0,0,1,0,1,2,2009,5
1232,2009,1,1,4,11,1,1,0,1,2,0,3,0.333,2009,1
1232,2010,3,8,14,27,4,3,1,3,3,1,8,1,2009,2
1232,2011,5,9,10,22,4,2,0,2,4,0,6,1.5,2009,3
1232,2012,1,1,7,17,2,0,0,0,4,1,5,0.2,2009,4
1232,2013,3,11,20,49,6,7,0,5,5,3,13,0.846,2009,5
1233,2009,2,2,13,33,3,1,0,1,4,3,8,0.25,2009,1
1233,2010,3,13,10,17,1,5,0,0,1,5,6,2.167,2009,2
1233,2011,3,10,13,24,0,5,0,0,0,5,5,2,2009,3
1233,2012,8,10,27,43,0,5,0,0,1,9,10,1,2009,4
1233,2013,4,18,33,60,7,6,0,0,4,8,12,1.5,2009,5
1240,2009,6,12,17,42,0,9,0,0,0,9,9,1.333,2009,1
1240,2010,14,31,26,80,0,9,0,0,2,13,15,2.067,2009,2
1240,2011,10,14,36,109,2,7,2,0,0,15,17,0.824,2009,3
1240,2012,0,0,8,14,1,2,0,0,0,3,3,0,2009,4
1240,2013,3,9,14,35,0,7,0,0,0,7,7,1.286,2009,5
1241,2009,1,1,6,10,0,1,0,0,2,1,3,0.333,2009,1
1241,2010,0,0,8,21,0,1,0,0,5,2,7,0,2009,2
1241,2011,3,5,5,10,0,3,0,0,0,3,3,1.667,2009,3
1241,2012,3,5,10,17,0,3,0,0,1,5,6,0.833,2009,4
1241,2013,3,3,12,27,1,6,0,1,0,6,7,0.429,2009,5
1243,2009,3,3,13,27,1,4,0,0,2,4,6,0.5,2009,1
1243,2010,0,0,5,14,0,0,0,0,3,0,3,0,2009,2
1243,2011,1,1,6,13,2,2,0,0,1,2,3,0.333,2009,3
1243,2012,0,0,2,7,0,2,0,0,0,2,2,0,2009,4
1243,2013,0,0,4,9,1,1,0,0,0,1,1,0,2009,5
1246,2009,0,0,4,9,0,2,0,0,1,2,3,0,2009,1
1246,2010,0,0,2,4,0,0,0,0,1,0,1,0,2009,2
1246,2011,1,1,8,16,0,1,0,0,4,1,5,0.2,2009,3
1246,2012,2,6,11,19,0,1,0,0,0,4,4,1.5,2009,4
1246,2013,3,4,8,21,0,1,0,0,0,4,4,1,2009,5
1249,2009,2,4,4,12,0,1,0,1,2,1,4,1,2009,1
1249,2010,2,2,11,24,0,1,0,3,2,1,6,0.333,2009,2
1249,2011,3,5,12,31,0,4,0,3,1,3,7,0.714,2009,3
1249,2012,0,0,12,23,2,1,0,0,2,2,4,0,2009,4
1249,2013,2,3,15,34,1,2,0,2,2,4,8,0.375,2009,5
1250,2009,8,8,29,45,4,12,0,0,2,12,14,0.571,2009,1
1250,2010,3,3,13,24,1,7,0,0,0,7,7,0.429,2009,2
1250,2011,4,4,14,32,1,9,0,0,0,9,9,0.444,2009,3
1250,2012,10,13,30,54,5,14,0,0,0,14,14,0.929,2009,4
1250,2013,2,2,7,19,1,5,0,0,0,5,5,0.4,2009,5
1252,2009,3,5,32,67,5,3,0,0,14,3,17,0.294,2009,1
1252,2010,3,5,51,110,12,1,0,0,24,2,26,0.192,2009,2
1252,2011,6,9,19,39,5,4,0,0,6,4,10,0.9,2009,3
1252,2012,5,7,22,47,5,7,0,0,5,7,12,0.583,2009,4
1252,2013,4,3,22,48,5,6,0,0,6,6,12,0.25,2009,5
1255,2009,3,3,3,6,0,0,0,0,3,0,3,1,2009,1
1255,2010,2,8,3,7,0,1,0,0,1,1,2,4,2009,2
1255,2011,3,8,4,9,0,0,0,0,3,0,3,2.667,2009,3
1255,2012,4,8,7,14,0,2,0,0,2,3,5,1.6,2009,4
1255,2013,3,3,7,13,0,0,0,0,4,1,5,0.6,2009,5
1258,2009,0,0,8,23,0,1,0,0,1,3,4,0,2009,1
1258,2010,1,2,18,36,0,1,0,1,3,2,6,0.333,2009,2
1258,2011,0,0,9,23,0,3,0,0,0,3,3,0,2009,3
1258,2012,0,0,3,5,0,1,0,0,0,1,1,0,2009,4
1258,2013,0,0,3,5,0,0,0,0,1,0,1,0,2009,5
1259,2009,8,18,36,74,6,7,0,1,4,10,15,1.2,2009,1
1259,2010,3,5,30,72,6,5,0,0,9,7,16,0.313,2009,2
1259,2011,3,5,23,50,6,6,0,0,1,9,10,0.5,2009,3
1259,2012,4,6,11,36,0,3,0,0,0,7,7,0.857,2009,4
1259,2013,5,8,13,32,1,3,0,0,2,5,7,1.143,2009,5
1263,2009,0,0,8,10,2,1,0,0,0,3,3,0,2009,1
1263,2010,0,0,3,5,0,0,0,0,0,1,1,0,2009,2
1263,2011,1,1,5,6,1,1,0,0,0,2,2,0.5,2009,3
1263,2012,0,0,2,4,0,0,0,1,0,0,1,0,2009,4
1263,2013,2,2,6,9,3,1,0,0,0,2,2,1,2009,5
1264,2009,1,1,5,5,3,2,0,1,0,1,2,0.5,2009,1
1264,2010,0,0,3,4,0,1,0,1,1,0,2,0,2009,2
1264,2011,0,0,3,7,0,1,0,2,0,0,2,0,2009,3
1264,2012,1,2,4,8,1,1,0,0,0,2,2,1,2009,4
1264,2013,0,0,4,6,1,1,0,0,1,1,2,0,2009,5
1265,2009,0,0,5,7,1,0,0,0,2,0,2,0,2009,1
1265,2010,2,3,10,20,2,2,0,0,0,4,4,0.75,2009,2
1265,2011,2,3,12,25,1,3,0,0,0,4,4,0.75,2009,3
1265,2012,4,7,19,46,2,5,0,0,3,6,9,0.778,2009,4
1265,2013,3,4,23,35,1,6,0,0,0,6,6,0.667,2009,5
1266,2009,2,2,12,38,3,1,0,1,3,2,6,0.333,2009,1
1266,2010,7,9,18,58,3,4,0,0,9,4,13,0.692,2009,2
1266,2011,1,1,14,38,5,1,0,0,5,2,7,0.143,2009,3
1266,2012,2,3,5,10,1,2,0,0,0,2,2,1.5,2009,4
1266,2013,0,0,9,19,1,2,0,0,1,2,3,0,2009,5
1270,2009,8,12,28,77,4,5,0,4,10,4,18,0.667,2009,1
1270,2010,1,1,23,59,5,3,0,0,7,8,15,0.067,2009,2
1270,2011,2,2,10,30,2,1,0,1,5,1,7,0.286,2009,3
1270,2012,2,2,21,62,2,2,0,0,8,7,15,0.133,2009,4
1270,2013,5,9,18,47,1,5,0,2,4,4,10,0.9,2009,5
1276,2009,0,0,8,14,0,3,0,0,0,3,3,0,2009,1
1276,2010,0,0,2,4,0,1,0,0,0,1,1,0,2009,2
1276,2011,0,0,7,9,0,2,0,0,0,2,2,0,2009,3
1276,2012,1,2,4,7,1,1,0,0,0,2,2,1,2009,4
1276,2013,1,2,2,4,0,1,0,0,0,1,1,2,2009,5
1279,2009,4,3,7,18,2,1,0,2,2,1,5,0.6,2009,1
1279,2010,4,11,12,24,4,3,0,2,2,3,7,1.571,2009,2
1279,2011,3,8,15,35,3,2,2,1,6,2,11,0.727,2009,3
1279,2012,4,8,14,35,2,3,1,1,2,6,10,0.8,2009,4
1279,2013,2,4,17,40,1,3,2,1,6,3,12,0.333,2009,5
1280,2009,1,1,2,4,0,1,0,0,0,1,1,1,2009,1
1280,2010,1,2,5,7,0,1,0,1,0,1,2,1,2009,2
1280,2011,0,0,3,5,1,1,0,0,0,1,1,0,2009,3
1280,2012,1,2,2,5,0,0,0,0,0,1,1,2,2009,4
1280,2013,0,0,4,12,0,0,0,0,0,2,2,0,2009,5
1285,2009,1,1,10,16,4,1,0,0,2,2,4,0.25,2009,1
1285,2010,0,0,3,6,1,0,0,0,2,0,2,0,2009,2
1285,2011,0,0,1,2,0,0,0,0,0,1,1,0,2009,3
1285,2012,0,0,6,9,0,1,0,0,1,3,4,0,2009,4
1285,2013,1,3,2,5,1,0,0,1,0,0,1,3,2009,5
1287,2009,0,0,1,3,0,1,0,0,0,1,1,0,2009,1
1287,2010,1,1,6,12,3,3,0,0,0,3,3,0.333,2009,2
1287,2011,1,1,8,18,0,4,0,0,0,5,5,0.2,2009,3
1287,2012,1,1,2,4,0,1,0,0,0,1,1,1,2009,4
1287,2013,0,0,2,4,0,1,0,0,0,1,1,0,2009,5
1288,2009,0,0,1,5,0,0,0,1,0,0,1,0,2009,1
1288,2010,0,0,5,11,0,0,0,0,3,2,5,0,2009,2
1288,2011,2,2,6,10,1,4,0,0,0,4,4,0.5,2009,3
1288,2012,0,0,1,2,0,0,0,1,0,0,1,0,2009,4
1288,2013,1,2,4,10,0,1,0,0,0,2,2,1,2009,5
1291,2009,1,2,7,15,3,3,0,0,0,3,3,0.667,2009,1
1291,2010,1,1,3,11,0,2,0,0,0,3,3,0.333,2009,2
1291,2011,2,3,4,8,0,2,0,0,0,2,2,1.5,2009,3
1291,2012,1,1,2,4,0,1,0,0,0,1,1,1,2009,4
1291,2013,0,0,2,4,0,1,0,0,0,1,1,0,2009,5
1292,2009,1,2,56,110,3,0,0,0,14,3,17,0.118,2009,1
1292,2010,2,2,27,42,2,2,0,0,6,2,8,0.25,2009,2
1292,2011,0,0,15,27,0,0,0,0,4,0,4,0,2009,3
1292,2012,1,1,23,37,1,0,0,0,6,1,7,0.143,2009,4
1292,2013,2,2,29,78,3,5,0,1,3,8,12,0.167,2009,5
1296,2009,1,1,4,8,2,0,0,0,0,1,1,1,2009,1
1296,2010,1,3,6,9,1,2,0,0,0,2,2,1.5,2009,2
1296,2011,3,4,13,20,2,2,0,0,0,4,4,1,2009,3
1296,2012,4,5,14,24,5,5,0,0,1,5,6,0.833,2009,4
1296,2013,3,9,8,20,1,2,0,0,0,5,5,1.8,2009,5
1301,2009,1,1,3,4,0,1,0,1,1,0,2,0.5,2009,1
1301,2010,0,0,2,3,1,0,0,0,1,0,1,0,2009,2
1301,2011,3,6,10,17,4,2,0,1,3,1,5,1.2,2009,3
1301,2012,7,8,22,41,9,4,0,1,4,3,8,1,2009,4
1301,2013,2,5,28,47,6,3,0,1,9,2,12,0.417,2009,5
1306,2009,2,2,12,18,0,3,2,0,1,3,6,0.333,2009,1
1306,2010,0,0,9,15,0,2,0,0,0,5,5,0,2009,2
1306,2011,2,2,16,32,2,3,0,0,1,8,9,0.222,2009,3
1306,2012,1,7,9,23,1,2,0,0,3,2,5,1.4,2009,4
1306,2013,3,4,21,35,2,4,0,0,3,7,10,0.4,2009,5
1308,2009,3,6,12,32,1,4,0,0,1,5,6,1,2009,1
1308,2010,6,12,21,61,3,4,0,2,1,6,9,1.333,2009,2
1308,2011,1,2,13,42,0,4,0,2,0,4,6,0.333,2009,3
1308,2012,3,4,12,37,0,5,0,0,0,6,6,0.667,2009,4
1308,2013,5,12,16,45,2,6,0,0,0,7,7,1.714,2009,5
1310,2009,2,5,7,11,0,2,0,0,0,3,3,1.667,2009,1
1310,2010,2,2,8,10,0,2,0,0,3,3,6,0.333,2009,2
1310,2011,1,1,2,2,0,0,0,0,0,1,1,1,2009,3
1310,2012,0,0,3,3,0,1,0,0,0,1,1,0,2009,4
1310,2013,2,3,9,10,1,2,0,0,1,3,4,0.75,2009,5
1311,2009,1,1,11,20,1,1,0,0,5,1,6,0.167,2009,1
1311,2010,1,2,9,13,0,2,0,0,3,2,5,0.4,2009,2
1311,2011,8,8,23,31,4,5,0,0,4,5,9,0.889,2009,3
1311,2012,5,3,14,22,2,5,0,0,2,5,7,0.429,2009,4
1311,2013,0,0,14,21,1,5,0,0,2,5,7,0,2009,5
1317,2009,0,0,2,3,0,0,0,0,1,0,1,0,2009,1
1317,2010,0,0,2,3,0,0,0,0,1,0,1,0,2009,2
1317,2011,0,0,3,4,2,0,0,0,1,0,1,0,2009,3
1317,2012,1,3,3,6,1,1,0,0,0,1,1,3,2009,4
1317,2013,0,0,2,4,0,1,0,0,0,1,1,0,2009,5
1322,2009,0,0,15,26,0,1,0,0,3,3,6,0,2009,1
1322,2010,0,0,1,4,0,1,0,0,0,1,1,0,2009,2
1322,2011,0,0,5,9,0,1,0,2,0,0,2,0,2009,3
1322,2012,2,3,21,39,0,4,0,2,3,4,9,0.333,2009,4
1322,2013,1,1,5,13,0,3,0,0,0,3,3,0.333,2009,5
1323,2009,0,0,8,23,0,1,0,0,4,2,6,0,2009,1
1323,2010,1,1,23,29,2,1,0,0,4,3,7,0.143,2009,2
1323,2011,1,2,13,19,0,2,1,0,2,2,5,0.4,2009,3
1323,2012,0,0,3,4,0,0,0,0,1,0,1,0,2009,4
1323,2013,1,1,8,10,4,1,0,0,1,1,2,0.5,2009,5
1325,2009,1,2,12,17,3,2,0,0,2,3,5,0.4,2009,1
1325,2010,0,0,6,15,2,1,0,1,0,1,2,0,2009,2
1325,2011,0,0,8,13,1,3,0,0,0,3,3,0,2009,3
1325,2012,0,0,3,5,0,1,0,0,0,1,1,0,2009,4
1325,2013,0,0,8,10,1,0,0,0,0,1,1,0,2009,5
1328,2009,1,1,11,20,1,1,0,0,5,1,6,0.167,2009,1
1328,2010,1,2,9,13,0,2,0,0,3,2,5,0.4,2009,2
1328,2011,8,8,23,31,4,5,0,0,4,5,9,0.889,2009,3
1328,2012,5,3,14,22,2,5,0,0,2,5,7,0.429,2009,4
1328,2013,0,0,14,21,1,5,0,0,2,5,7,0,2009,5
1333,2009,1,2,4,9,0,1,0,0,0,2,2,1,2009,1
1333,2010,0,0,6,20,1,0,0,0,3,0,3,0,2009,2
1333,2011,0,0,1,3,0,1,0,0,0,1,1,0,2009,3
1333,2012,1,2,4,12,1,0,0,0,2,0,2,1,2009,4
1333,2013,1,1,15,24,5,2,0,0,3,2,5,0.2,2009,5
1334,2009,0,0,2,3,0,0,0,0,1,0,1,0,2009,1
1334,2010,0,0,2,3,0,0,0,0,1,0,1,0,2009,2
1334,2011,0,0,3,4,2,0,0,0,1,0,1,0,2009,3
1334,2012,1,3,3,6,1,1,0,0,0,1,1,3,2009,4
1334,2013,0,0,2,4,0,1,0,0,0,1,1,0,2009,5
1335,2009,2,5,10,24,0,2,0,1,1,2,4,1.25,2009,1
1335,2010,3,3,10,18,0,2,0,1,2,2,5,0.6,2009,2
1335,2011,0,0,6,15,0,3,0,1,0,2,3,0,2009,3
1335,2012,1,1,12,24,1,2,0,1,0,4,5,0.2,2009,4
1335,2013,1,1,22,31,0,2,0,0,0,7,7,0.143,2009,5
1339,2009,0,0,15,26,0,1,0,0,3,3,6,0,2009,1
1339,2010,0,0,1,4,0,1,0,0,0,1,1,0,2009,2
1339,2011,0,0,5,9,0,1,0,2,0,0,2,0,2009,3
1339,2012,2,3,21,39,0,4,0,2,3,4,9,0.333,2009,4
1339,2013,1,1,5,13,0,3,0,0,0,3,3,0.333,2009,5
1340,2009,0,0,8,23,0,1,0,0,4,2,6,0,2009,1
1340,2010,1,1,23,29,2,1,0,0,4,3,7,0.143,2009,2
1340,2011,1,2,13,19,0,2,1,0,2,2,5,0.4,2009,3
1340,2012,0,0,3,4,0,0,0,0,1,0,1,0,2009,4
1340,2013,1,1,8,10,4,1,0,0,1,1,2,0.5,2009,5
1342,2009,1,2,12,17,3,2,0,0,2,3,5,0.4,2009,1
1342,2010,0,0,6,15,2,1,0,1,0,1,2,0,2009,2
1342,2011,0,0,8,13,1,3,0,0,0,3,3,0,2009,3
1342,2012,0,0,3,5,0,1,0,0,0,1,1,0,2009,4
1342,2013,0,0,8,10,1,0,0,0,0,1,1,0,2009,5
1348,2009,2,7,6,33,0,4,0,0,0,5,5,1.4,2009,1
1348,2010,1,3,7,19,1,2,0,1,0,2,3,1,2009,2
1348,2011,2,3,8,29,0,4,0,0,0,5,5,0.6,2009,3
1348,2012,0,0,3,13,0,2,0,0,0,2,2,0,2009,4
1348,2013,1,1,2,11,0,2,0,0,0,2,2,0.5,2009,5
1349,2009,2,5,12,24,4,2,0,0,3,2,5,1,2009,1
1349,2010,1,2,7,10,2,1,0,0,1,2,3,0.667,2009,2
1349,2011,0,0,1,6,0,1,0,0,0,1,1,0,2009,3
1349,2012,1,2,2,4,1,1,0,0,0,1,1,2,2009,4
1349,2013,0,0,5,12,1,0,0,0,3,0,3,0,2009,5
1350,2009,2,4,12,19,7,0,0,0,5,0,5,0.8,2009,1
1350,2010,3,5,16,30,8,2,0,0,5,2,7,0.714,2009,2
1350,2011,3,4,6,12,3,0,0,0,2,1,3,1.333,2009,3
1350,2012,3,3,20,33,12,1,0,0,2,4,6,0.5,2009,4
1350,2013,1,2,13,21,7,0,0,0,2,2,4,0.5,2009,5
1351,2009,6,6,18,28,6,1,0,2,6,1,9,0.667,2009,1
1351,2010,3,3,14,18,4,4,0,0,3,4,7,0.429,2009,2
1351,2011,5,9,17,24,5,2,0,0,6,2,8,1.125,2009,3
1351,2012,4,12,15,20,4,2,0,1,4,2,7,1.714,2009,4
1351,2013,5,8,21,32,5,6,0,0,4,6,10,0.8,2009,5
1352,2009,5,6,21,36,5,4,0,4,1,3,8,0.75,2009,1
1352,2010,4,6,19,24,4,3,0,2,1,4,7,0.857,2009,2
1352,2011,2,3,12,23,1,2,0,0,3,3,6,0.5,2009,3
1352,2012,2,2,18,36,3,3,0,3,7,0,10,0.2,2009,4
1352,2013,5,9,33,61,13,6,0,3,4,5,12,0.75,2009,5
1353,2009,0,0,14,21,7,0,0,0,1,3,4,0,2009,1
1353,2010,2,6,14,18,5,3,0,0,2,3,5,1.2,2009,2
1353,2011,2,5,9,11,4,1,0,2,0,1,3,1.667,2009,3
1353,2012,1,1,19,26,9,1,0,0,1,6,7,0.143,2009,4
1353,2013,2,4,10,16,5,2,0,0,1,2,3,1.333,2009,5
1358,2009,0,0,3,7,0,0,0,0,0,2,2,0,2009,1
1358,2010,0,0,3,6,1,1,0,0,0,1,1,0,2009,2
1358,2011,2,2,8,19,1,0,0,0,0,4,4,0.5,2009,3
1358,2012,0,0,2,7,0,1,0,0,0,1,1,0,2009,4
1358,2013,2,2,17,18,4,1,0,0,0,4,4,0.5,2009,5
1360,2009,0,0,3,5,2,0,0,0,1,0,1,0,2009,1
1360,2010,1,1,4,8,2,1,0,0,1,1,2,0.5,2009,2
1360,2011,0,0,3,4,1,0,0,0,1,0,1,0,2009,3
1360,2012,1,1,7,16,2,0,0,0,2,1,3,0.333,2009,4
1360,2013,4,2,11,33,3,1,2,3,0,1,6,0.333,2009,5
1363,2009,1,1,6,17,0,3,0,0,0,3,3,0.333,2009,1
1363,2010,0,0,8,12,3,0,0,0,0,2,2,0,2009,2
1363,2011,0,0,3,7,0,0,1,0,1,0,2,0,2009,3
1363,2012,1,1,3,4,0,0,0,0,0,1,1,1,2009,4
1363,2013,1,4,4,5,0,0,0,0,0,1,1,4,2009,5
1364,2009,3,5,269,1402,249,2,0,0,2,3,5,1,2009,1
1364,2010,6,25,534,2895,504,6,0,0,1,6,7,3.571,2009,2
1364,2011,5,17,708,3909,665,7,0,0,2,9,11,1.545,2009,3
1364,2012,1,3,176,1001,166,2,0,0,0,3,3,1,2009,4
1364,2013,5,9,13,51,0,3,0,0,4,4,8,1.125,2009,5
1368,2009,2,9,9,14,2,2,0,0,0,3,3,3,2009,1
1368,2010,3,4,15,22,1,5,0,1,0,5,6,0.667,2009,2
1368,2011,2,5,23,37,5,4,0,0,2,4,6,0.833,2009,3
1368,2012,1,1,11,17,2,2,0,1,0,2,3,0.333,2009,4
1368,2013,0,0,8,15,2,1,0,0,0,2,2,0,2009,5
1369,2009,0,0,3,7,1,0,0,0,0,1,1,0,2009,1
1369,2010,1,2,8,29,0,2,0,0,0,3,3,0.667,2009,2
1369,2011,1,1,4,7,1,1,0,0,0,1,1,1,2009,3
1369,2012,2,4,13,26,0,2,0,0,1,2,3,1.333,2009,4
1369,2013,1,1,4,6,1,1,0,0,0,1,1,1,2009,5
1370,2009,0,0,4,8,0,0,0,0,0,1,1,0,2009,1
1370,2010,1,1,11,18,2,1,0,0,1,2,3,0.333,2009,2
1370,2011,2,2,12,19,5,4,0,0,0,4,4,0.5,2009,3
1370,2012,2,3,21,44,3,4,0,0,0,7,7,0.429,2009,4
1370,2013,3,5,16,27,5,4,0,0,0,5,5,1,2009,5
1372,2009,0,0,2,3,0,0,0,0,1,0,1,0,2009,1
1372,2010,2,7,7,15,1,2,0,0,2,2,4,1.75,2009,2
1372,2011,2,4,9,22,2,0,0,0,6,0,6,0.667,2009,3
1372,2012,3,2,13,26,1,1,0,0,6,2,8,0.25,2009,4
1372,2013,2,3,11,24,0,3,0,0,3,3,6,0.5,2009,5
1373,2009,0,0,2,7,0,0,0,0,1,1,2,0,2009,1
1373,2010,0,0,1,4,0,0,0,0,1,0,1,0,2009,2
1373,2011,0,0,1,5,0,0,0,0,1,0,1,0,2009,3
1373,2012,0,0,8,16,3,1,0,0,2,2,4,0,2009,4
1373,2013,1,1,3,9,0,0,0,0,3,0,3,0.333,2009,5
1375,2009,3,5,9,17,0,2,1,2,2,0,5,1,2009,1
1375,2010,2,9,26,40,2,4,0,6,2,1,9,1,2009,2
1375,2011,3,4,10,23,1,4,0,4,0,1,5,0.8,2009,3
1375,2012,1,1,6,17,0,3,0,1,0,3,4,0.25,2009,4
1375,2013,3,3,17,37,3,3,0,2,4,2,8,0.375,2009,5
1376,2009,1,1,3,6,1,1,0,0,0,1,1,1,2009,1
1376,2010,0,0,3,5,1,1,0,0,0,1,1,0,2009,2
1376,2011,1,1,2,4,0,1,0,0,0,1,1,1,2009,3
1376,2012,1,1,13,21,5,4,0,0,0,4,4,0.25,2009,4
1376,2013,2,2,5,12,1,1,0,0,0,2,2,1,2009,5
1384,2009,1,4,3,6,0,1,0,0,0,1,1,4,2009,1
1384,2010,1,1,2,5,0,1,0,0,0,1,1,1,2009,2
1384,2011,3,6,23,39,0,7,0,0,0,7,7,0.857,2009,3
1384,2012,3,9,12,25,1,4,0,0,0,4,4,2.25,2009,4
1384,2013,0,0,7,11,1,2,0,0,0,2,2,0,2009,5
1385,2009,1,3,23,44,0,2,0,5,1,2,8,0.375,2009,1
1385,2010,3,4,8,18,0,1,0,4,0,0,4,1,2009,2
1385,2011,2,2,11,27,0,4,0,3,0,1,4,0.5,2009,3
1385,2012,0,0,14,38,2,1,3,1,0,2,6,0,2009,4
1385,2013,6,7,29,62,0,1,0,8,1,1,10,0.7,2009,5
1386,2009,3,3,15,19,0,1,0,3,4,0,7,0.429,2009,1
1386,2010,3,5,13,17,1,2,0,1,4,1,6,0.833,2009,2
1386,2011,3,11,11,18,0,3,0,2,1,2,5,2.2,2009,3
1386,2012,4,9,8,12,0,2,0,1,2,2,5,1.8,2009,4
1386,2013,3,3,23,35,7,3,0,2,5,2,9,0.333,2009,5
1387,2009,3,4,19,25,6,5,2,0,0,5,7,0.571,2009,1
1387,2010,0,0,3,5,1,1,0,0,0,1,1,0,2009,2
1387,2011,1,1,11,12,4,3,1,0,0,3,4,0.25,2009,3
1387,2012,3,3,14,33,1,5,0,0,0,7,7,0.429,2009,4
1387,2013,1,2,9,16,1,4,0,0,0,4,4,0.5,2009,5
1388,2009,0,0,12,34,0,1,0,0,1,4,5,0,2009,1
